Katalognr / Literatur,Fundort,Kreis,Land,Schwertart,Typ,Variante,Fundumstände (Statistik),Amt / Kreis,Datie-rung,Steinkreis/-kranz,Stein-kiste,Stein-packung,Stein-setzung,Stein-rahmen,Megalith-grab,Baum-sarg,Holz-sarg,Körper-bestattung,Brand-bestattung,Doppel-bestattung,Fibel,Nadel,Gold-nadel,Wetz-stein,Feuer-schlag-stein,Schwefel-kies,Flint-dolch,Vollgriff-schwert,Vollgriff-dolch,Achtkant-schwert,Griff-platten-schwert,Griffplatten-dolch,Griffzungen-schwert,Griffzungen-dolch,Griffangel-schwert,Griffangel-dolch,Krumm-schwert,Klingen-fragment,Dolchklingen-fragment,Schwertklingen-fragment,Knauf,Ortband,Holz-scheide,Leder-scheide,Doppel-knopf,Lanzen-spitze,Flintpfeil-spitze,"""Sonnen-scheibe""",Blech-hülse,Gürtel-platte,Gürtel-haken,Gürtel-dose,Buckel,Tutulus,Anhänger,Glas-perle,Bern-stein-perle,Anderes Bernstein-objekt,Spiral-ring,Ring,Gold-spiral-ring,Gold-ring,Hals-kragen,Hals-ring,Armring,Spiral-arm-ring,Armberge,Armband,Goldarm-band,Goldarm-ring,Gold-spiral-armring,Finger-ring,Spiral-finger-ring,Gold-finger-ring,Goldspiral-fingerring,Fußring,Fußberge,Spiral-röllchen,Gold-spiral-röllchen,Rasier-messer,Pinzette,Pfriem,Messer,Vollgriff-messer,Rahmen-griff-messer,Sichel,Rand-leisten-beil,Absatz-beil,nordisches Absatzbeil,Tüllen-beil,Hohl-beil,Axt,Schaft-röhren-axt,Stein-axt,Tüllen-meißel,Hohl-meißel,Tüllen-hammer,Bronze-rohmaterial,Bronze-gefäß,Ton-gefäß,Sonstiges
F2,Fæbæk,"Ksp. Bøstrup, Langelands Nørre-Herred, Svendborg Amt",Dänemark,Sonstiger Vollgriffdolch (Miniatur),,,unbekannt,Svendborg Amt,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F3,Aldershvile,"Ksp. Sæby, Dronninglund Herred, Hjørring Amt",Dänemark,Sonstiger Vollgriffdolch,,,Einzelfund Land,Hjørring Amt,Per. III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F4,Ilbjerge,"Ksp. Ugilt, Vennebjerg Herred, Hjørring Amt",Dänemark,Sonstiger Vollgriffdolch,,,Grabhügel,Hjørring Amt,Per. III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F5,Mors,Thisted Amt,Dänemark,Sonstiger Vollgriffdolch,,,unbekannt,Thisted Amt,Per. III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F6,Sporuplund,"Ksp. Sporup, Gjern Herred, Skanderborg Amt",Dänemark,Sonstiger Vollgriffdolch,?,,"Grabhügel, Hauptbestattung",Skanderborg Amt,Per. II,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F7,Daldover,"Ksp. Randbøl, Tørrild Herred, Vejle Amt",Dänemark,Sonstiger Vollgriffdolch (Miniatur),,,Grabhügel,Vejle Amt,Per. II,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F8,Kolding,"Ksp. Kolding, Brusk Herred, Vejle Amt",Dänemark,Sonstiger Vollgriffdolch,,,Einzelfund Land,Vejle Amt,Per. III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F9,Refsgårde,"Ksp. Egtved, Jerlev Herred, Vejle Amt",Dänemark,Sonstiger Vollgriffdolch,,,Grabhügel,Vejle Amt,Per. III,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F10,Ølgod,"Ksp. Ølgod, Øster-Horne Herred, Ribe Amt",Dänemark,Sonstiger Vollgriffdolch,,,Grabhügel,Ribe Amt,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F11,Soed,"Ksp. Halk, Haderslev Herred, Haderslev Amt",Dänemark,Sonstiger Vollgriffdolch,,,"Grabhügel, Nebenbestattung",Haderslev Amt,Per. II,,,1,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,
F12,Lindet Skov,"Ksp. Højrup, Hviding Herred, Tønder Amt",Dänemark,Sonstiger Vollgriffdolch,,,Grabhügel,Tønder Amt,Per. III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F13,Rugbjerg,"Ksp. Øster-Løgum, Sønder-Rangstrup Herred, Åbenrå Amt",Dänemark,Sonstiger Vollgriffdolch,,,Grabhügel,Åbenrå Amt,Per. III,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F14,Hestoft,"Gem. Ulsnis, Kreis Schleswig-Flensburg, Schleswig-Holstein",Deutschland,Sonstiger Vollgriffdolch,,,Grabhügel,Kreis Schleswig-Flensburg,Per. III,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F15,Ülsby,"Kreis Schleswig-Flensburg, Schleswig-Holstein",Deutschland,Sonstiger Vollgriffdolch,,,Grabhügel,Kreis Schleswig-Flensburg,Per. III,1,,1,,,,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,9,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
F16,Ülsby,"Kreis Schleswig-Flensburg, Schleswig-Holstein",Deutschland,Sonstiger Vollgriffdolch,?,,Grabhügel,Kreis Schleswig-Flensburg,Per. III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F17,Fahrenkrug,"Kr. Segeberg, Schleswig-Holstein",Deutschland,Sonstiger Vollgriffdolch (?),,,"Grabhügel, Nebenbestattung",Kreis Segeberg,Per. II,,,,,,1,,1,1,,,2,,,,1,1,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,1,1,,,,,,,1,,,,,1
F18,Gönnebek,"Kr. Segeberg, Schleswig-Holstein",Deutschland,Sonstiger Vollgriffdolch,?,,Grabhügel,Kreis Segeberg,Per. III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F19,Elmenhorst (verm.),"Kr. Stormarn, Schleswig-Holstein",Deutschland,Sonstiger Vollgriffdolch,,,Grabhügel,Kreis Stormarn,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F20,Gülzow,"Kr. Herzogtum Lauenburg, Schleswig-Holstein",Deutschland,Sonstiger Vollgriffdolch,?,,Grabhügel,Kreis Herzogtum Lauenburg,Per. II,1,,1,,,,,1,1,,1,2,,,,1,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,
F21,Niendorf am Schaalsee,"Gem. Kittlitz, Kr. Herzogtum Lauenburg, Schleswig-Holstein",Deutschland,Sonstiger Vollgriffdolch,?,,unbekannt,Kreis Herzogtum Lauenburg,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1,Charlottenlund,"Ksp. Gentofte, Sokkelund Herred, Københavns Amt",Dänemark,Bronzedolch,,,"Grabhügel, Nebenbestattung",Københavns Amt,unbekannt,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2,Bastrup Sønderstrand,"Ksp. Årby, Holbæk Amt",Dänemark,Bronzeschwert,,,Grabhügel,Holbæk Amt,unbekannt,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G3,Frostrup,"Ksp. Egebjerg, Holbæk Amt",Dänemark,Bronzeschwert,,,Grabhügel,Holbæk Amt,unbekannt,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G4,Katrinedal,"Ksp. Kundby, Holbæk Amt",Dänemark,Bronzeschwert,,,Grabhügel,Holbæk Amt,unbekannt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G5,Havnelev,"Ksp. Havnelev, Præstø Amt",Dänemark,Bronzeschwert,,,Grabhügel,Præstø Amt,unbekannt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G6,"Lumby

Lumby","Ksp. Lumby, Odense Amt",Dänemark,Bronzeschwert,,,unbekannt,Odense Amt,unbekannt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G7,Gammel-Hestehave,"Ksp. Svendborg, Sunds Herred, Svendborg Amt",Dänemark,Sonstiger Vollgriffdolch,,,Grabhügel,Svendborg Amt,unbekannt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G8,Skinnerup,"Ksp. Skinnerup, Thisted Amt",Dänemark,Bronzedolch,,,Grabhügel,Thisted Amt,unbekannt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G9,Kragelund,"Ksp. Kragelund, Hids Herred, Viborg Amt",Dänemark,Bronzeschwert,,,Grabhügel,Viborg Amt,unbekannt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G10,Lille-Ramsing,"Ksp. Oddense, Viborg Amt",Dänemark,Bronzeschwert (?),,,Grabhügel,Viborg Amt,unbekannt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G11,Tved,"Ksp. Tved, Randers Amt",Dänemark,Bronzedolch,,,Grabhügel,Randers Amt,unbekannt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G12,Emborg,"Ksp. Rye, Skanderborg Amt",Dänemark,Bronzedolch,,,Grabhügel,Skanderborg Amt,unbekannt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G13,Hammergård,"Ksp. Hammer, Skanderborg Amt",Dänemark,Bronzedolch (?),,,Grabhügel,Skanderborg Amt,unbekannt,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G14,Voel,"Ksp. Tvilum, Gjern Herred, Skanderborg Amt",Dänemark,Bronzedolch (?),,,Grabhügel,Skanderborg Amt,unbekannt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G15,Diernæs,"Ksp. Hoptrup, Haderslev Amt",Dänemark,Bronzedolch,,,Grabhügel,Haderslev Amt,unbekannt,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G16,Umgebung von Haderslev,Haderslev Amt,Dänemark,Bronzeschwert,,,unbekannt,Haderslev Amt,unbekannt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G17,Hoptrup,"Ksp. Hoptrup, Haderslev Amt",Dänemark,Bronzeschwert,,,Einzelfund Land,Haderslev Amt,unbekannt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G18,Sverdrup,"Ksp. Øsby, Haderslev Herred, Haderslev Amt",Dänemark,Bronzeschwert,,,Grabhügel,Haderslev Amt,unbekannt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G19,Gammelgab,"Ksp. Broager, Sønderborg Amt",Dänemark,Bronzeschwert,,,Grabhügel,Sønderborg Amt,unbekannt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G20,Sønderborg,"Ksp. Sønderborg, Sønderborg Amt",Dänemark,Bronzeschwert,,,Grabhügel,Sønderborg Amt,unbekannt,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G21,Sylt,"Altkreis Südtondern, Sylt, Schleswig-Holstein",Deutschland,Sonstiger Vollgriffdolch,,,Grabhügel,Kreis Nordfriesland,unbekannt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G22,Großjörl,"Gem. Jörl, Kreis Schleswig-Flensburg",Deutschland,Bronzedolch,,,Grabhügel,Kreis Schleswig-Flensburg,unbekannt,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G23,Gunneby,"Gem. Ulsnis, Kreis Schleswig-Flensburg, Schleswig-Holstein",Deutschland,Sonstiger Vollgriffdolch (?),?,,unbekannt,Kreis Schleswig-Flensburg,unbekannt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G24,Oersdorf,"Gem. Bendorf, Kreis Rendsburg-Eckernförde",Deutschland,Bronzeschwert,,,Einzelfund Land,Kreis Rendsburg-Eckernförde,unbekannt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G25,Windbergen,"Kr. Dithmarschen, Schleswig-Holstein",Deutschland,Sonstiger Vollgriffdolch,,,Einzelfund Moor,Kreis Dithmarschen,unbekannt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26,Reher,"Kr. Steinburg, Schleswig-Holstein",Deutschland,Sonstiger Vollgriffdolch,?,,Grabhügel,Kreis Steinburg,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G27,Tönningstedt,"Gem. Sülfeld, Kreis Segeberg",Deutschland,Bronzeschwert,,,Grabhügel,Kreis Segeberg,unbekannt,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G28,Perdöl,"Gem. Belau, Kr. Plön, Schleswig-Holstein",Deutschland,Bronzeschwert,?,,Grabhügel,Kreis Plön,unbekannt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G29,Pohnsdorf,Kreis Plön,Deutschland,Bronzeschwert,,,Grabhügel,Kreis Plön,unbekannt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G30,Gronenburg oder Gleschendorf,"Gem. Scharbeutz, Kr. Ostholstein, Schleswig-Holstein",Deutschland,Sonstiger Vollgriffdolch,?,,Grabhügel,Kreis Ostholstein,unbekannt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G31,Landkirchen,"Stadt Fehmarn, Kreis Ostholstein",Deutschland,Bronzeschwert,,,unbekannt,Kreis Ostholstein,unbekannt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G32,Bröthen,"Kr. Herzogtum Lauenburg, Schleswig-Holstein",Deutschland,Bronzeschwert,?,,Grabhügel,Kreis Herzogtum Lauenburg,unbekannt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G33,Groß Grönau,Kreis Herzogtum Lauenburg,Deutschland,Bronzedolch,,,Grabhügel,Kreis Herzogtum Lauenburg,unbekannt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K1,Blindheim,"Ålesund kommune, Møre og Romsdal fylke",Norwegen,Sonstiges Vollgriffschwert,,,Hortfund Land,Møre og Romsdal fylke,Per. I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K2,Rønnerud,"Jevnaker kommun, Oppland fylke",Norwegen,Sonstiges Vollgriffschwert (?),Spatzenhausen nahestehend (?),,,Oppland fylke,Per. I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K3,Bragby,"Uppsala kommun, Uppsala län",Schweden,Sonstiges Vollgriffschwert,Hajdúsámson-Apa,Variante Hajdúsámson,Einzelfund Moor,Uppsala län,Per. I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K4,Umgebung von Gamla Uppsala (?),"Uppsala kommun, Uppsala län",Schweden,Sonstiger Vollgriffdolch,Hajdúsámson-Apa,Variante Oradea nahestehend,unbekannt,Uppsala län,Per. I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K5,Karlevi,"Mörbylånga kommun, Kalmar län",Schweden,Sonstiges Vollgriffschwert,,,unbekannt,Kalmar län,Per. I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K6,Mosstugan,Södermanlands län,Schweden,Sonstiges Vollgriffschwert,Hajdúsámson-Apa,Variante Hajdúsámson,Einzelfund Moor,Södermanlands län,Per. I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K7,Gegend von Mälar,Uppsala län ?,Schweden,Sonstiger Vollgriffdolch,Hajdúsámson-Apa nahestehend,,unbekannt,Uppsala län,Per. I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K8,Norre,"Ödeshögs kommun, Östergötlands län",Schweden,Krummschwert,,,Einzelfund Moor,Östergötlands län,Per. I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K9,Södra Åby,"Trelleborgs kommun, Skåne län",Schweden,Krummschwert,,,Einzelfund Moor,Skåne län,Per. I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10,Vallby,"Kalmar kommun, Kalmar län",Schweden,Sonstiger Vollgriffdolch,,,Hortfund Moor,Kalmar län,Per. I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K11,Vallby,"Kalmar kommun, Kalmar län",Schweden,Sonstiges Vollgriffschwert,Valsømagle,Variante A2a,Hortfund Moor,Kalmar län,Per. I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K12,Vallby,"Kalmar kommun, Kalmar län",Schweden,Sonstiges Vollgriffschwert,Spatzenhausen,,Hortfund Moor,Kalmar län,Per. I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K13,Ågård,"Trelleborgs kommun, Skåne län",Schweden,Krummschwert,,,Einzelfund Moor,Skåne län,Per. I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K14,Fundort unbekannt,Skåne län (?),Schweden,Sonstiger Vollgriffdolch,Hajdúsámson-Apa,Variante Oradea nahestehend,unbekannt,Skåne län,Per. I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K15,Fundort unbekannt,Skåne län (?),Schweden,Sonstiger Vollgriffdolch,Hajdúsámson-Apa,Variante Oradea nahestehend,unbekannt,Skåne län,Per. I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K16,Fundort unbekannt,,Schweden,Sonstiges Vollgriffschwert,Hajdúsámson-Apa,Variante Oradea nahestehend,unbekannt,,Per. I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K17,Alt-Sührkow,Lkr. Güstrow,Deutschland,Sonstiges Vollgriffschwert,Hajdúsámson-Apa,Variante Hajdúsámson nahestehend,Hortfund Moor,Landkreis Güstrow,Per. I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K18,Umgebung von Eschwege,"Werra-Meißner-Kreis, Hessen",Deutschland,Sonstiges Vollgriffschwert,Hajdúsámson-Apa,Variante Oradea,unbekannt,Werra-Meißner-Kreis,Per. I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K19,Nebra,"Gem. Unstruttal, Burgenlandkreis, Sachsen-Anhalt",Deutschland,Sonstiges Vollgriffschwert,Hajdúsámson-Apa nahestehend,,Hortfund Land,Burgenlandkreis,Per. I,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2
K20,Nebra,"Gem. Unstruttal, Burgenlandkreis, Sachsen-Anhalt",Deutschland,Sonstiges Vollgriffschwert,Hajdúsámson-Apa nahestehend,,Hortfund Land,Burgenlandkreis,Per. I,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2
K21,Rożnowo (Rosenfelde),woj. Zachodniopomorskie (Westpommern),Polen,Sonstiges Vollgriffschwert,Hajdúsámson-Apa,Variante Oradea,Hortfund Land,woj. Zachodniopomorskie,Per. I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K22,Rożnowo (Rosenfelde),woj. Zachodniopomorskie (Westpommern),Polen,Sonstiges Vollgriffschwert,Hajdúsámson-Apa,Variante Oradea,Hortfund Land,woj. Zachodniopomorskie,Per. I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
